company,ticker,scenario,assessment_type,category,factor,weight,score,weighted_score,rating_or_result,outlook,watch_status,as_of_date,status,rationale,upgrade_trigger,downgrade_trigger,source_name,source_file,source_page_or_section,source_url,calculation_or_assumption,notes
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Structural & Recovery Risk,Legal and structural risks,0.005,2,0.0100,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Documentary weaknesses: NO mandatory-prepayment sweeps (asset-sale/ECF/equity/licensing) — proven by ~$483M UDENYCA proceeds bypassing the loan; redacted Permitted-Transfer baskets (r)(s)(t); single $15M covenant. Offset by MAC event-of-default and cash dominion.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Legal and structural risks,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.005 x score 2 = 0.0100. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Business Risk,Market size and growth,0.015,3,0.0450,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Continued penetration-driven growth toward the ~$250M ceiling (Base FY2029 total revenue $88.5M); epidemiology flat-to-declining. Adequate but capped.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Market size and growth,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 3 = 0.0450. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Business Risk,Product differentiation,0.020,2,0.0400,2 (Adequate),,,2026-03-31,Orion Rating Assessment,"Sole-available, guideline-anchored position sustained; differentiation intact through the ramp.",,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Product differentiation,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 2 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Business Risk,Single-product concentration,0.025,4,0.1000,4 (Weak),,,2026-03-31,Orion Rating Assessment,No near-term diversification; the entire credit thesis rests on a single asset even as it grows.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Single-product concentration,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 4 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Business Risk,Competitive position,0.020,3,0.0600,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Share protected by sole availability + NCCN status; assumes no disruptive penpulimab launch within the horizon.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Competitive position,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 3 = 0.0600. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Business Risk,Regulatory risk,0.010,3,0.0300,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Pricing-policy pressure persists but manageable; onshoring mitigates supply/tariff exposure over time.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Regulatory risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 3 = 0.0300. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Business Risk,Reimbursement risk,0.010,2,0.0200,2 (Adequate),,,2026-03-31,Orion Rating Assessment,"Broad coverage sustained; IRA/Medicaid a watch item, not a near-term hit (LOQTORZI not IRA-eligible near term).",,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Reimbursement risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 2 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Business Risk,Commercial execution,0.015,3,0.0450,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Execution delivers steady penetration gains; sequential lumpiness on a small base.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Commercial execution,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 3 = 0.0450. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Business Risk,Management and governance,0.010,3,0.0300,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Stable governance; PwC's first audit (FY2026) a modest watch item.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Management and governance,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 3 = 0.0300. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Financial Risk,Revenue growth,0.020,2,0.0400,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Total revenue grows to $54.1M (FY2026) and $88.5M (FY2029); mid-teens-to-high-20s% annual growth.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Revenue growth,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 2 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Financial Risk,Gross margin,0.015,3,0.0450,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Margin steady at ~69% as scale offsets royalty; adequate for a specialty biologic.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Gross margin,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 3 = 0.0450. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Financial Risk,EBITDA and operating losses,0.025,4,0.1000,4 (Weak),,,2026-03-31,Orion Rating Assessment,Losses narrow but remain large: Adjusted EBITDA ~-$104M (FY2026) improving to ~-$59M (FY2029); still no positive EBITDA in the horizon.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - EBITDA and operating losses,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 4 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Financial Risk,Cash-flow generation,0.020,4,0.0800,4 (Weak),,,2026-03-31,Orion Rating Assessment,Normalized operating cash burn ~-$76M (FY2026) to ~-$59M (FY2029); persistently cash-consumptive.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Cash-flow generation,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 4 = 0.0800. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Financial Risk,Cash-burn rate,0.025,4,0.1000,4 (Weak),,,2026-03-31,Orion Rating Assessment,Monthly burn ~$5-7M; steady drain on liquidity absent capital raises.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Cash-burn rate,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 4 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Financial Risk,Leverage,0.015,1,0.0150,1 (Strong),,,2026-03-31,Orion Rating Assessment,Remains net cash through the horizon under modeled financing (net cash ~-$96M FY2026 year-end).,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Leverage,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 1 = 0.0150. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Financial Risk,Interest burden,0.010,2,0.0200,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Interest ~$4.5-4.8M/yr serviceable from the cash cushion.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Interest burden,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 2 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Financial Risk,Capital-market dependence,0.020,4,0.0800,4 (Weak),,,2026-03-31,Orion Rating Assessment,Requires ~$154M cumulative external capital (2026-2029) to sustain liquidity and repay the bullet; heavy dilution dependence.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Capital-market dependence,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 4 = 0.0800. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Liquidity Risk,Current liquidity,0.020,2,0.0400,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Ending liquidity ~$149M (FY2026) declining toward ~$24M (FY2029) under modeled ATM; adequate but eroding.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Current liquidity,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 2 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Liquidity Risk,Twelve-month runway,0.025,2,0.0500,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Runway >12 months under modeled financing; contingent on continued ATM access.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Twelve-month runway,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 2 = 0.0500. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Liquidity Risk,Minimum-liquidity headroom,0.020,2,0.0400,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Headroom stays positive under modeled financing but would erode; breach ~Q4 2027 absent further equity/ATM.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Minimum-liquidity headroom,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 2 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Liquidity Risk,External-capital requirements,0.025,4,0.1000,4 (Weak),,,2026-03-31,Orion Rating Assessment,~$154M cumulative equity/ATM required through May 2029 — substantial and dilutive; survival is capital-access-dependent.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - External-capital requirements,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 4 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Liquidity Risk,Covenant risk,0.020,3,0.0600,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Compliant under modeled financing but breaches ~Q4 2027 absent further capital; the liquidity floor is the sole tripwire.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Covenant risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 3 = 0.0600. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Liquidity Risk,Refinancing risk,0.020,2,0.0400,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Repayable from modeled cash at maturity; refinancing not required if equity access persists.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Refinancing risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 2 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Liquidity Risk,2029 maturity coverage,0.020,2,0.0400,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Modeled cash at maturity ~$61.4M > $38.66M claim; covered contingent on capital access.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - 2029 maturity coverage,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 2 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Structural & Recovery Risk,Collateral and lien position,0.015,1,0.0150,1 (Strong),,,2026-03-31,Orion Rating Assessment,Collateral position intact; first lien unimpaired.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Collateral and lien position,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 1 = 0.0150. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Structural & Recovery Risk,Debt seniority,0.010,1,0.0100,1 (Strong),,,2026-03-31,Orion Rating Assessment,Seniority unchanged; sole material debt.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Debt seniority,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 1 = 0.0100. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Structural & Recovery Risk,Other financial liabilities,0.010,2,0.0200,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Other liabilities remain modest and subordinate.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Other financial liabilities,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 2 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Structural & Recovery Risk,Revenue-participation claims,0.010,2,0.0200,2 (Adequate),,,2026-03-31,Orion Rating Assessment,RPR paid in ordinary course from rising sales; subordinate to the loan.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Revenue-participation claims,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 2 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Structural & Recovery Risk,Enterprise-value coverage,0.010,2,0.0200,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Modeled FY2029 EV ~$177M vs $38.66M claim (~4.6x); ample coverage.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Enterprise-value coverage,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 2 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Structural & Recovery Risk,Estimated recovery,0.015,1,0.0150,1 (Strong),,,2026-03-31,Orion Rating Assessment,~100% recovery; repaid in full from liquidity at maturity.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Estimated recovery,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 1 = 0.0150. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Structural & Recovery Risk,Legal and structural risks,0.005,2,0.0100,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Leakage risk via redacted baskets/no-sweep persists but no value-destructive transfer occurring.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Legal and structural risks,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.005 x score 2 = 0.0100. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Business Risk,Market size and growth,0.015,2,0.0300,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Faster adoption toward ~50% penetration (Upside FY2029 revenue $126.9M) uses more of the fixed TAM; growth is the offset to a small market.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Market size and growth,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 2 = 0.0300. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Business Risk,Product differentiation,0.020,1,0.0200,1 (Strong),,,2026-03-31,Orion Rating Assessment,Clinical moat (6-yr OS data) plus sole availability drives share gains; strongest differentiation case.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Product differentiation,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 1 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Business Risk,Single-product concentration,0.025,4,0.1000,4 (Weak),,,2026-03-31,Orion Rating Assessment,"Even in the upside, revenue remains single-product; pipeline optionality (casdozokitug HCC, tagmokitug/J&J) is longer-dated.",,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Single-product concentration,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 4 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Business Risk,Competitive position,0.020,2,0.0400,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Competitor launch delayed/absent; LOQTORZI consolidates share ahead of any entrant.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Competitive position,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 2 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Business Risk,Regulatory risk,0.010,3,0.0300,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Onshoring completed and policy impact contained; regulatory risk stable.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Regulatory risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 3 = 0.0300. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Business Risk,Reimbursement risk,0.010,2,0.0200,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Coverage remains a tailwind as guideline status holds.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Reimbursement risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 2 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Business Risk,Commercial execution,0.015,2,0.0300,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Strong commercial execution accelerates adoption toward ~50% penetration.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Commercial execution,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 2 = 0.0300. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
