company,ticker,alert_id,category,alert_name,description,metric,comparison_operator,warning_threshold,critical_threshold,unit,current_value,base_case_value,variance,as_of_date,status,severity,trend,triggered_date,next_review_date,review_frequency,required_action,owner,source_name,source_file,source_page_or_section,source_url,calculation_or_rule,notes
"Coherus Oncology, Inc.",CHRS,CRQ-03,Credit Quality,CreditWatch Negative,"Position placed on CreditWatch Negative (a step beyond Heightened Monitoring), signaling a likely near-term downgrade.",Orion watch status,event detected,Heightened Monitoring,CreditWatch Negative,text,Heightened Monitoring,Heightened Monitoring,,2026-07-20,Clear,Moderate,Stable,,2026-08-14,Quarterly,,Orion Analysis / BBDC Credit,Orion shadow-rating workbook,coherus_shadow_rating.csv,Watch status,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Downside scenario = CreditWatch Negative.,Escalation path: Heightened Monitoring -> CreditWatch Negative on evidence the covenant/ATM path is deteriorating.
"Coherus Oncology, Inc.",CHRS,CRQ-04,Credit Quality,Probability-of-default increase,Estimated probability of default rises — near-term (12-month) or cumulative-to-2029.,Estimated probability of default,>,10,20,%,4,5,,2026-07-20,Clear,High,Stable,,2026-08-14,Quarterly,,Orion Analysis / BBDC Credit,Orion shadow-rating workbook,coherus_shadow_rating.csv,Estimated 12-month / cumulative PD,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,12-mo PD warning if > 10%. Current 12-mo PD ~3-5% (low); cumulative-to-2029 ~25-35%.,"Downside 12-mo PD ~15-25%, cumulative ~65-75%. Cumulative PD is contingent on continued equity access; near-term default risk is low."
"Coherus Oncology, Inc.",CHRS,CRQ-05,Credit Quality,BBDC fair-value markdown,BBDC marks its Coherus loan/royalty position below cost (or the loan below ~90% of par) at a reporting date.,BBDC fair value vs cost (combined loan + royalty),<,100,90,% of cost,105.0,,,2026-03-31,Clear,Moderate,Stable,,2026-08-06,Quarterly,,Orion Analysis / BBDC Credit,BBDC Q1 2026 SOI / Orion valuation workbook,coherus_valuation.csv,BBDC Position,https://www.sec.gov/Archives/edgar/data/1379785/000137978526000022/bbdc-20260331.htm,"Combined FV 5,429 / cost 5,172 = 105% (above cost); loan FV ~96.1% of par. Warning if FV < cost; critical if loan < 90% of par.",Loan vs royalty split is an Orion estimate; QoQ FV change Information Unavailable (needs BBDC line-item SOI). Track each BBDC quarter (next ~2026-08-06).
"Coherus Oncology, Inc.",CHRS,CRQ-06,Credit Quality,BBDC position placed on non-accrual,BBDC places the Coherus loan on non-accrual status — a direct signal of expected non-payment.,Accrual status of BBDC Coherus loan,event detected,Accruing,Non-accrual,text,"Accruing (performing; 11.7% cash, 0 PIK)",,,2026-03-31,Clear,High,Stable,,2026-08-06,Quarterly,,Orion Analysis / BBDC Credit,BBDC Q1 2026 SOI / Orion valuation workbook,coherus_valuation.csv,BBDC Position — coupon / accrual,https://www.sec.gov/Archives/edgar/data/1379785/000137978526000022/bbdc-20260331.htm,"Event: BBDC reports the position on non-accrual. Currently cash-pay, no PIK, performing.",BBDC portfolio non-accruals ~1.0% of FV (0.6% ex-Sierra) at 3/31/26; Coherus is NOT among them. Interest is quarterly cash-pay (no PIK).
"Coherus Oncology, Inc.",CHRS,NWS-01,News & Catalysts,Material FDA development,"A material FDA action affecting LOQTORZI (label change, safety signal, CRL on a supplement, manufacturing/inspection finding).",FDA regulatory development,event detected,Material FDA event,Adverse FDA action (label/withdrawal),text,No adverse action; LOQTORZI approved all-lines R/M NPC,,,2026-07-20,Clear,High,Stable,,2026-08-14,Event-driven,,Orion Analysis / BBDC Credit,Coherus IR / FDA,coherus_news.csv,Regulatory events,https://investors.coherus.com/,Event: any material FDA development for LOQTORZI or pipeline.,Orphan exclusivity to 2030-10-27; BPCIA to 2035-10-27. Single-source API from Junshi (China) is a supply/regulatory concentration risk.
"Coherus Oncology, Inc.",CHRS,NWS-02,News & Catalysts,Competitive-product approval or launch,A competing PD-1/IO product is approved or launched in NPC — directly pressures LOQTORZI's sole-product franchise.,Competitive product event (NPC / PD-1),event detected,Competitor approval,Competitor U.S. launch in NPC,text,Penpulimab (Akeso) FDA-approved Apr 2025; not yet U.S.-launched,,,2026-07-20,Watch,High,Deteriorating,2025-04-01,2026-08-14,Event-driven,"Monitor penpulimab U.S. launch timing, labeling and NPC positioning; model share/pricing impact on the LOQTORZI ramp (Downside penpulimab effect already embedded).",Orion Analysis / BBDC Credit,Coherus news workbook / FDA,coherus_news.csv,Competition events,https://investors.coherus.com/,Event: competitor approval/launch in NPC. Penpulimab approved but pre-launch.,Penpulimab is the key competitive catalyst; a U.S. launch escalates this to Triggered. Downside scenario embeds a penpulimab revenue effect.
"Coherus Oncology, Inc.",CHRS,NWS-03,News & Catalysts,LOQTORZI clinical or commercial catalyst,A LOQTORZI clinical readout or commercial catalyst (positive or negative) that moves the enterprise-value / recovery narrative.,LOQTORZI clinical / commercial catalyst,event detected,Catalyst event,Negative pivotal readout,text,Multiple 2026-2027 readouts pending (ZM008 combo; casdozokitug HCC Ph2 mid-2026),,,2026-07-20,Watch,Moderate,Improving,,2026-08-14,Event-driven,Track the casdozokitug HCC Phase 2 (toripalimab combo) readout guided mid-2026 and the Zumutor ZM008 combination program; update EV/recovery on data.,Orion Analysis / BBDC Credit,Coherus news workbook,coherus_news.csv,Clinical / Partnership events,https://investors.coherus.com/,Event: any LOQTORZI clinical/commercial catalyst. Pipeline expansion supports the long-term EV narrative underpinning recovery.,JUPITER-02 6-yr OS supportive; Zumutor ZM008 (anti-LLT1) combo announced Jun 2026. Positive readouts improve financing access; a negative pivotal readout is the key downside.
"Coherus Oncology, Inc.",CHRS,NWS-04,News & Catalysts,Regulatory investigation,"A regulatory or government investigation is disclosed (SEC, DOJ, FDA/OIG, healthcare/FCPA).",Regulatory investigation,event detected,Investigation disclosed,Enforcement action / subpoena,text,None disclosed,,,2026-07-20,Clear,High,Stable,,2026-08-14,Event-driven,,Orion Analysis / BBDC Credit,Coherus news workbook / SEC filings,coherus_news.csv,Legal / Regulatory events,https://investors.coherus.com/,Event: any disclosed investigation. Loan requires prompt notice of Health Care/FDA matters that could cause a MAC.,None disclosed through the latest filing.
"Coherus Oncology, Inc.",CHRS,NWS-05,News & Catalysts,Litigation,"Material litigation is filed or adversely developed (IP challenge, product liability, securities, contract).",Material litigation,event detected,Material suit filed,Adverse judgment > $5M,text,None material disclosed,,,2026-07-20,Clear,Moderate,Stable,,2026-08-14,Event-driven,,Orion Analysis / BBDC Credit,Coherus news workbook / SEC filings,coherus_news.csv,Legal events,https://investors.coherus.com/,Event: material litigation. EoD if a final money judgment > $5M is not stayed/bonded within 30 days.,IP protection of LOQTORZI is core collateral; monitor patent/Junshi-license disputes especially.
"Coherus Oncology, Inc.",CHRS,NWS-06,News & Catalysts,Management departure,"Departure of a key executive (CEO, CFO, CMO) or multiple senior leaders.",Key-management departure,event detected,Senior departure,CEO/CFO departure or multiple exits,text,None adverse disclosed,,,2026-07-20,Clear,Moderate,Stable,,2026-08-14,Event-driven,,Orion Analysis / BBDC Credit,Coherus news workbook / SEC filings,coherus_news.csv,Management events,https://investors.coherus.com/,Event: 8-K Item 5.02 key-officer departure.,Leadership stable through the latest filing.
"Coherus Oncology, Inc.",CHRS,NWS-07,News & Catalysts,Auditor change,A change of independent auditor is disclosed; distinguish routine changes from those involving disagreements or accounting concerns.,Auditor change,event detected,Auditor change disclosed,Change w/ disagreement or restatement,text,EY -> PwC effective FY2026 (disclosed June 2026); no disagreements,,,2026-06-30,Watch,Low,Stable,2026-06-30,2027-03-31,Event-driven,Confirm the first PwC-audited FY2026 10-K carries no going-concern qualification and no new material weaknesses.,Orion Analysis / BBDC Credit,Coherus 8-K (Item 4.01),coherus_news.csv,Auditor change,https://investors.coherus.com/,Event: auditor change. A ROUTINE change with no disagreements/accounting concerns = Neutral (per Orion convention).,"EY->PwC effective FY2026, no disclosed disagreements -> Neutral, not Negative. Separately, a prior inventory-reconciliation ICFR material weakness (FY2024) was resolved as of 12/31/2025."
"Coherus Oncology, Inc.",CHRS,NWS-08,News & Catalysts,Restructuring adviser engagement,Coherus engages restructuring/turnaround advisers or explores strategic alternatives under distress — a strong pre-default signal.,Restructuring adviser / strategic-alternatives engagement,event detected,Adviser engaged / process launched,Restructuring / distressed-exchange talks,text,None disclosed,,,2026-07-20,Clear,High,Stable,,2026-08-14,Event-driven,,Orion Analysis / BBDC Credit,Coherus news workbook / SEC filings,coherus_news.csv,Financing / Restructuring events,https://investors.coherus.com/,Event: restructuring adviser engagement or distressed strategic process.,None disclosed. Would typically precede the Downside covenant-breach pathway (~Q3 2027).
"Coherus Oncology, Inc.",CHRS,NWS-09,News & Catalysts,Going-concern warning,A going-concern qualification or substantial-doubt disclosure appears in the audit opinion or MD&A (ASC 205-40).,Going-concern disclosure,contains,Substantial-doubt language,Going-concern audit qualification,text,None (FY2025 10-K: no going-concern qualification),,,2026-03-09,Clear,Critical,Stable,,2027-03-31,Quarterly,,Orion Analysis / BBDC Credit,FY2025 10-K,coherus_news.csv,Audit opinion / liquidity MD&A,https://www.sec.gov/Archives/edgar/data/1512762/000110465926025308/chrs-20251231x10k.htm,Contains: 'going concern' / 'substantial doubt' in audit opinion or MD&A.,The loan expressly PERMITS a going-concern qualification (it is not itself a default) — but it would be a major red flag and likely accompany covenant stress.
"Coherus Oncology, Inc.",CHRS,NWS-10,News & Catalysts,Negative material news (catch-all),"Any other materially negative development not captured by a specific rule (supply disruption, reimbursement cut, partnership loss, adverse Junshi-license change).",Negative material news,event detected,Negative material item,Multiple / severe negative items,text,Overall news signal Neutral (single-product concentration; Q1'26 sequential rev dip; TSA cash caveat),,,2026-07-20,Watch,Moderate,Stable,,2026-08-14,Event-driven,Triage each new material item; reclassify to a specific alert and reassess scenario weighting when a discrete negative event occurs.,Orion Analysis / BBDC Credit,Coherus news workbook,coherus_news.csv,Orion Analysis summary,https://investors.coherus.com/,Catch-all for material negatives outside the specific rules above.,Overall Orion signal Neutral: positive structural/deleveraging tilt (UDENYCA/CIMERLI/YUSIMRY divestitures; convertibles retired) vs single-product concentration and liquidity/ATM dependency.
